,cycle,branch,type,matchup,forecastdate,state,startdate,enddate,samplesize,population,poll_wt,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,poll_id
3220,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,2/7/2016,2/11/2016,1284.0,likely voters,9.76e-08,41.3948,36.58245,0.0,0.0,0.0,36339
3221,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,2/6/2016,2/10/2016,1304.0,likely voters,9.48e-08,42.90245,35.95814,0.0,0.0,0.0,36340
3222,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,2/5/2016,2/9/2016,1322.0,likely voters,9.2e-08,45.50924,33.43442,0.0,0.0,0.0,36066
3223,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,2/4/2016,2/8/2016,1311.0,likely voters,8.73e-08,43.41478,35.41163,0.0,0.0,0.0,36067
3224,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,2/3/2016,2/7/2016,1310.0,likely voters,8.36e-08,43.22034,35.69239,0.0,0.0,0.0,36068
3225,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,2/2/2016,2/6/2016,1332.0,likely voters,8.14e-08,42.12625,36.67209,0.0,0.0,0.0,36069
3226,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/29/2016,2/2/2016,1573.0,likely voters,8.06e-08,44.65231,34.88782,0.0,0.0,0.0,36014
3227,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,2/1/2016,2/5/2016,1318.0,likely voters,7.7e-08,42.03461,36.35215,0.0,0.0,0.0,36041
3228,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/30/2016,2/3/2016,1426.0,likely voters,7.64e-08,42.44372,36.71133,0.0,0.0,0.0,36040
3229,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/28/2016,2/1/2016,1557.0,likely voters,7.63e-08,43.9608,35.06408,0.0,0.0,0.0,36015
3230,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/31/2016,2/4/2016,1345.0,likely voters,7.53e-08,40.33768,38.63445,0.0,0.0,0.0,36039
3231,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/27/2016,1/31/2016,1584.0,likely voters,7.42e-08,44.46897,35.1408,0.0,0.0,0.0,36016
3232,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,6/2/2016,6/5/2016,1417.0,registered voters,7.26e-08,41.40052,44.4819,2.616379,0.0,0.0,44209
3233,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/26/2016,1/30/2016,1578.0,likely voters,7.07e-08,44.2776,35.21688,0.0,0.0,0.0,36017
3234,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,4/18/2016,4/24/2016,9405.0,registered voters,6.89e-08,42.74905,37.98092,0.0,0.0,0.0,42743
3235,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/25/2016,1/29/2016,1522.0,likely voters,6.52e-08,43.58472,35.89369,0.0,0.0,0.0,35999
3236,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/7/2015,12/8/2015,1995.0,registered voters,6.48e-08,49.2815,46.68803,0.0,0.0,0.0,35432
3237,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,4/11/2016,4/17/2016,11498.0,registered voters,6.26e-08,46.49015,40.95146,0.0,0.0,0.0,42189
3238,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,2/26/2016,2/27/2016,1182.0,registered voters,6.25e-08,44.36703,46.91476,0.0,0.0,0.0,36493
3239,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/24/2016,1/28/2016,1387.0,likely voters,5.69e-08,42.8924,35.66985,0.0,0.0,0.0,36000
3240,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/23/2016,1/27/2016,1371.0,likely voters,5.38e-08,43.99923,34.74552,0.0,0.0,0.0,36001
3241,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/21/2016,1/24/2016,4001.0,registered voters,5.28e-08,45.63857,42.15446,0.0,0.0,0.0,35982
3242,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/22/2016,1/26/2016,1330.0,likely voters,5e-08,43.10517,35.4206,0.0,0.0,0.0,35975
3243,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,2/3/2016,2/7/2016,2197.0,registered voters,4.95e-08,45.54673,43.4511,0.0,0.0,0.0,36065
3244,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/21/2016,1/25/2016,1311.0,likely voters,4.72e-08,44.31218,34.09576,0.0,0.0,0.0,35976
3245,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/20/2016,1/24/2016,1296.0,likely voters,4.47e-08,43.12146,35.97044,0.0,0.0,0.0,35977
3246,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/19/2016,1/23/2016,1275.0,likely voters,4.21e-08,40.42842,39.14639,0.0,0.0,0.0,35978
3247,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/18/2016,1/22/2016,1295.0,likely voters,4.1e-08,39.13573,40.32246,0.0,0.0,0.0,35963
3248,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/17/2016,1/21/2016,1288.0,likely voters,3.9e-08,39.54359,39.29737,0.0,0.0,0.0,35964
3249,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/14/2016,1/17/2016,4060.0,registered voters,3.85e-08,44.68564,44.98264,0.0,0.0,0.0,35881
3250,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,3/28/2016,4/3/2016,12116.0,registered voters,3.78e-08,43.11266,34.80127,0.0,0.0,0.0,36691
3251,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/16/2016,1/20/2016,1250.0,likely voters,3.63e-08,39.54885,38.37331,0.0,0.0,0.0,35965
3252,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/15/2016,1/19/2016,1296.0,likely voters,3.6e-08,39.85411,36.84926,0.0,0.0,0.0,35884
3253,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/14/2016,1/18/2016,1301.0,likely voters,3.47e-08,41.45925,34.82392,0.0,0.0,0.0,35885
3254,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/13/2016,1/17/2016,1303.0,likely voters,3.32e-08,42.26423,33.99978,0.0,0.0,0.0,35886
3255,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/12/2016,1/16/2016,1357.0,likely voters,3.32e-08,42.56852,34.87714,0.0,0.0,0.0,35887
3256,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/11/2016,1/15/2016,1373.0,likely voters,3.21e-08,41.57312,36.25422,0.0,0.0,0.0,35888
3257,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,2/15/2016,2/16/2016,883.0,registered voters,3.06e-08,43.46079,45.69114,0.0,0.0,0.0,36352
3258,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/10/2016,1/14/2016,1339.0,likely voters,3e-08,41.37935,35.53041,0.0,0.0,0.0,35871
3259,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/22/2015,12/23/2015,1000.0,likely voters,2.98e-08,35.74267,34.99751,0.0,0.0,0.0,35473
3260,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/9/2016,1/13/2016,1324.0,likely voters,2.84e-08,41.78552,34.70682,0.0,0.0,0.0,35870
3261,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/8/2016,1/12/2016,1260.0,likely voters,2.59e-08,42.79062,33.98332,0.0,0.0,0.0,35867
3262,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/3/2016,1/7/2016,1531.0,likely voters,2.54e-08,38.01546,37.06377,0.0,0.0,0.0,35848
3263,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/7/2016,1/11/2016,1274.0,likely voters,2.51e-08,40.99619,33.96025,0.0,0.0,0.0,35868
3264,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/4/2016,1/8/2016,1411.0,likely voters,2.45e-08,39.11009,37.08936,0.0,0.0,0.0,35849
3265,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/6/2016,1/10/2016,1293.0,likely voters,2.44e-08,40.50104,34.63683,0.0,0.0,0.0,35866
3266,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/2/2016,1/6/2016,1477.0,likely voters,2.35e-08,39.82043,35.53823,0.0,0.0,0.0,35847
3267,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/5/2016,1/9/2016,1282.0,likely voters,2.32e-08,39.5053,35.9134,0.0,0.0,0.0,35869
3268,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/1/2016,1/5/2016,1465.0,likely voters,2.23e-08,39.72462,35.31387,0.0,0.0,0.0,35484
3269,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/26/2015,12/30/2015,1708.0,likely voters,2.03e-08,40.55295,33.66164,0.0,0.0,0.0,35489
3270,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/27/2015,12/31/2015,1586.0,likely voters,1.97e-08,41.1478,33.68788,0.0,0.0,0.0,35488
3271,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/25/2015,12/29/2015,1692.0,likely voters,1.92e-08,40.75864,33.53486,0.0,0.0,0.0,35490
3272,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/31/2015,1/4/2016,1203.0,likely voters,1.75e-08,40.72925,34.48866,0.0,0.0,0.0,35485
3273,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/24/2015,12/28/2015,1603.0,likely voters,1.74e-08,41.16384,32.7097,0.0,0.0,0.0,35491
3274,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,1/8/2016,1/10/2016,2173.0,registered voters,1.51e-08,42.72258,46.81895,0.0,0.0,0.0,35863
3275,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/23/2015,12/27/2015,1413.0,likely voters,1.47e-08,40.36909,34.28461,0.0,0.0,0.0,35492
3276,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/22/2015,12/26/2015,1367.0,likely voters,1.36e-08,40.07574,34.85762,0.0,0.0,0.0,35493
3277,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/21/2015,12/25/2015,1334.0,likely voters,1.27e-08,40.08151,34.53201,0.0,0.0,0.0,35494
3278,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/20/2015,12/24/2015,1330.0,likely voters,1.22e-08,40.48726,32.8061,0.0,0.0,0.0,35495
3279,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/18/2015,12/22/2015,1423.0,likely voters,1.19e-08,41.19836,30.55645,0.0,0.0,0.0,35497
3280,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/19/2015,12/23/2015,1358.0,likely voters,1.19e-08,39.693,32.38086,0.0,0.0,0.0,35496
3281,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/30/2015,1/3/2016,831.0,likely voters,1.16e-08,40.53389,34.06347,0.0,0.0,0.0,35486
3282,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/17/2015,12/21/2015,1425.0,likely voters,1.15e-08,41.70433,29.93092,0.0,0.0,0.0,35498
3283,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/11/2015,12/15/2015,4038.0,registered voters,9.92e-09,46.8661,43.13749,0.0,0.0,0.0,35446
3284,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/16/2015,12/20/2015,1130.0,likely voters,8.71e-09,41.51041,29.2053,0.0,0.0,0.0,35499
3285,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/29/2015,1/2/2016,514.0,likely voters,6.91e-09,41.43852,34.53827,0.0,0.0,0.0,35487
3286,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/15/2015,12/19/2015,876.0,likely voters,6.49e-09,40.61699,30.57925,0.0,0.0,0.0,35500
3287,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/14/2015,12/18/2015,620.0,likely voters,4.4e-09,41.52267,29.05415,0.0,0.0,0.0,35501
3288,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/3/2015,12/7/2015,2047.0,registered voters,3.56e-09,40.90628,46.93643,0.0,0.0,0.0,35420
3289,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/28/2015,1/1/2016,250.0,likely voters,3.22e-09,35.94316,39.81307,0.0,0.0,0.0,44026
3290,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,12/13/2015,12/17/2015,289.0,likely voters,1.98e-09,41.02835,31.42904,0.0,0.0,0.0,35503
3291,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,11/13/2015,11/16/2015,2001.0,registered voters,1.62e-09,44.9939,44.36318,0.0,0.0,0.0,35379
3292,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Utah,9/9/2016,9/29/2016,242.0,likely voters,0.0,33.47499,49.09816,0.0,0.0,0.0,46376
3293,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Utah,5/2/2016,5/10/2016,588.0,registered voters,0.0,29.44657,45.19368,0.0,0.0,0.0,44057
3294,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Michigan,3/19/2016,3/22/2016,600.0,likely voters,0.0,45.17637,38.20136,0.0,0.0,0.0,36710
3295,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,New Hampshire,2/20/2016,2/28/2016,628.0,likely voters,0.0,43.96479,40.22668,0.0,0.0,0.0,44069
3296,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,New Hampshire,1/4/2016,1/6/2016,1036.0,voters,0.0,47.45498,35.05561,0.0,0.0,,35800
3297,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,New Jersey,9/30/2016,10/6/2016,534.0,likely voters,0.0,47.96082,34.76022,0.0,0.0,0.0,46660
3298,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Utah,8/26/2016,9/15/2016,198.0,likely voters,0.0,27.98174,47.6401,0.0,0.0,0.0,45870
3299,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Iowa,1/2/2016,1/7/2016,1470.0,registered voters,0.0,45.66093,41.46298,0.0,0.0,0.0,35805
3300,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Washington,9/30/2016,10/6/2016,341.0,likely voters,0.0,49.61006,33.75542,0.0,0.0,0.0,46676
3301,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Wisconsin,2/18/2016,2/21/2016,802.0,registered voters,0.0,46.83435,39.52467,0.0,0.0,0.0,36445
3302,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,New Hampshire,11/30/2015,12/2/2015,990.0,voters,0.0,44.67209,39.00136,0.0,0.0,0.0,35408
3303,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/1/2016,8/2/2016,912.0,likely voters,0.0,46.8373,40.82294,1.76683,0.0,0.0,46175
3304,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Pennsylvania,6/30/2016,7/11/2016,982.0,registered voters,0.0,38.24242,44.56675,4.852516,0.0,0.0,44567
3305,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,3/9/2016,3/10/2016,1576.0,likely voters,0.0,38.41866,48.01022,0.0,0.0,0.0,36589
3306,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Pennsylvania,6/8/2016,6/19/2016,950.0,registered voters,0.0,42.9739,40.5728,4.817004,0.0,0.0,44372
3307,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Utah,10/25/2016,10/31/2016,245.0,likely voters,0.0,33.12738,35.19947,7.895099,0.0,0.0,47986
3308,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Pennsylvania,4/18/2016,4/20/2016,2606.0,registered voters,0.0,52.31613,42.36061,0.0,0.0,0.0,42724
3309,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Wisconsin,6/9/2016,6/12/2016,666.0,likely voters,0.0,45.95032,38.60608,0.0,0.0,0.0,44341
3310,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Utah,12/8/2015,12/14/2015,622.0,adults,0.0,26.31163,33.58078,0.0,0.0,0.0,35846
3311,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Utah,9/16/2016,10/6/2016,280.0,likely voters,0.0,31.80852,47.59768,0.0,0.0,0.0,46673
3312,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Ohio,6/30/2016,7/11/2016,955.0,registered voters,0.0,40.34827,41.7126,2.852517,0.0,0.0,44566
3313,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,3/18/2016,3/20/2016,843.0,voters,0.0,41.76505,42.76096,0.0,0.0,0.0,36645
3314,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Utah,10/15/2016,10/19/2016,281.0,likely voters,0.0,31.50854,29.51969,9.023567,0.0,0.0,47147
3315,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Utah,9/14/2016,9/20/2016,189.0,likely voters,0.0,35.11402,32.06368,4.729548,0.0,0.0,45992
3316,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Florida,8/5/2016,8/7/2016,938.0,voters,0.0,45.9486,45.88163,0.0,0.0,0.0,44828
3317,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,6/20/2016,6/21/2016,947.0,voters,0.0,45.27212,46.70858,1.602659,0.0,0.0,44400
3318,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Wisconsin,8/4/2016,8/7/2016,683.0,likely voters,0.0,48.41307,38.42244,4.476145,0.0,0.0,44817
3319,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,California,3/30/2016,4/3/2016,1507.0,likely voters,0.0,57.0207,25.89826,0.0,0.0,0.0,36688
3320,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Florida,3/4/2016,3/10/2016,2422.0,registered voters,0.0,47.09215,44.50905,0.0,0.0,0.0,36596
3321,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Florida,6/2/2016,6/5/2016,737.0,voters,0.0,42.25191,44.82745,1.513875,0.0,0.0,44201
3322,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Utah,7/29/2016,8/18/2016,211.0,likely voters,0.0,31.30967,44.82833,0.0,0.0,0.0,44978
3323,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Utah,8/19/2016,9/8/2016,196.0,likely voters,0.0,27.88994,46.33238,0.0,0.0,0.0,45679
3324,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Florida,7/5/2016,7/11/2016,871.0,registered voters,0.0,43.34972,41.94126,2.015883,0.0,0.0,44589
3325,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Pennsylvania,6/22/2016,6/23/2016,980.0,voters,0.0,46.34782,43.79501,0.0,0.0,0.0,44436
3326,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,California,7/10/2016,7/19/2016,1056.0,likely voters,0.0,50.70184,33.01919,3.225678,0.0,0.0,44701
3327,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Utah,8/10/2016,8/16/2016,259.0,likely voters,0.0,29.55975,37.18324,9.750269,0.0,0.0,45634
3328,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Ohio,2/16/2016,2/20/2016,1539.0,registered voters,0.0,41.47736,45.24168,0.0,0.0,0.0,36417
3329,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Arizona,10/14/2016,10/20/2016,300.0,likely voters,0.0,40.54091,45.02243,0.0,0.0,0.0,47186
3330,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Utah,8/12/2016,9/1/2016,168.0,likely voters,0.0,33.22128,35.40492,0.0,0.0,0.0,45314
3331,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,7/5/2016,7/11/2016,907.0,registered voters,0.0,44.17559,41.70457,2.015883,0.0,0.0,44590
3332,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Georgia,9/30/2016,10/6/2016,392.0,likely voters,0.0,41.76214,48.12982,0.0,0.0,0.0,46641
3333,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Kansas,7/8/2016,7/11/2016,559.0,likely voters,0.0,37.4844,49.38784,5.516521,0.0,0.0,44587
3334,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Utah,9/21/2016,9/26/2016,153.0,likely voters,0.0,28.76741,40.23566,13.39307,0.0,0.0,46278
3335,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Alabama,9/30/2016,10/13/2016,341.0,likely voters,0.0,37.3168,54.61625,0.0,0.0,0.0,46817
3336,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,New York,1/31/2016,2/3/2016,930.0,registered voters,0.0,56.83344,35.66302,0.0,0.0,0.0,36054
3337,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Ohio,10/7/2016,10/13/2016,1490.0,likely voters,0.0,40.44336,43.55313,0.0,0.0,0.0,46849
3338,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Ohio,4/27/2016,5/8/2016,1042.0,registered voters,0.0,39.80925,45.11268,0.0,0.0,0.0,44041
3339,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Pennsylvania,6/3/2016,6/5/2016,1106.0,voters,0.0,43.17768,43.71124,3.513875,0.0,0.0,44206
3340,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,California,5/19/2016,5/22/2016,1383.0,likely voters,0.0,50.83494,38.21578,0.0,0.0,0.0,44118
3341,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Wisconsin,1/21/2016,1/24/2016,806.0,registered voters,0.0,46.05229,39.87953,0.0,0.0,0.0,35995
3342,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,4/22/2016,4/24/2016,960.0,voters,0.0,42.70218,45.17997,0.0,0.0,0.0,43805
3343,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,New York,2/28/2016,3/3/2016,800.0,registered voters,0.0,56.61518,38.24232,0.0,0.0,0.0,36549
3344,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,9/16/2016,9/22/2016,264.0,likely voters,0.0,48.55178,43.26105,0.0,0.0,0.0,46086
3345,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Utah,6/2/2016,6/8/2016,1238.0,likely voters,0.0,36.03511,37.33119,10.44021,0.0,0.0,44214
3346,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Utah,7/18/2016,8/4/2016,858.0,likely voters,0.0,27.15041,39.46128,12.91461,0.0,0.0,44788
3347,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,California,3/24/2016,4/4/2016,1400.0,registered voters,0.0,58.25956,33.7109,0.0,0.0,0.0,36700
3348,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,5/20/2016,5/22/2016,928.0,voters,0.0,42.89369,46.49379,0.4000751,0.0,0.0,44145
3349,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Florida,6/30/2016,7/11/2016,1015.0,registered voters,0.0,40.32871,45.68564,2.852517,0.0,0.0,44568
3350,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Florida,2/24/2016,2/25/2016,1012.0,voters,0.0,42.43833,47.32164,0.0,0.0,0.0,36471
3351,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Virginia,9/16/2016,9/22/2016,452.0,likely voters,0.0,46.02836,39.83337,0.0,0.0,0.0,46096
3352,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Utah,8/9/2016,9/1/2016,722.0,registered voters,0.0,29.26747,38.6507,16.19134,0.0,0.0,45386
3353,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,12/5/2015,12/7/2015,1214.0,voters,0.0,41.27717,45.73933,0.0,0.0,0.0,35423
3354,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Virginia,9/30/2016,10/6/2016,479.0,likely voters,0.0,49.17579,39.28941,0.0,0.0,0.0,46675
3355,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Wisconsin,11/12/2015,11/15/2015,803.0,registered voters,0.0,47.42836,37.97394,0.0,0.0,0.0,35397
3356,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,New Hampshire,1/13/2016,1/18/2016,839.0,likely voters,0.0,45.30858,39.18637,0.0,0.0,0.0,35882
3357,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,2/14/2016,2/16/2016,1291.0,voters,0.0,40.87727,44.32253,0.0,0.0,0.0,36354
3358,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/1/2016,8/1/2016,490.0,likely voters,0.0,46.86977,41.78726,1.788807,0.0,0.0,46174
3359,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,California,4/27/2016,4/30/2016,2011.0,registered voters,0.0,55.27222,36.19136,0.0,0.0,0.0,44012
3360,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Wisconsin,7/7/2016,7/10/2016,665.0,likely voters,0.0,45.56576,40.85419,3.738475,0.0,0.0,44576
3361,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,Utah,6/8/2016,6/17/2016,614.0,registered voters,0.0,30.01441,41.18095,6.291119,0.0,0.0,44373
3362,2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/1/16,New Jersey,9/2/2016,9/8/2016,465.0,likely voters,0.0,46.97935,36.12212,0.0,0.0,0.0,45668
