poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,imputed_sample_size,politician_id,politician,favorable,unfavorable,alternate_answers,very_favorable,somewhat_favorable,somewhat_unfavorable,very_unfavorable
82650,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,4/18/2023,4/19/2023,,,,172172,1845,rv,,rv,,4/21/2023 9:22,,https://harvardharrispoll.com/wp-content/uploads/2023/04/HHP_April2023_KeyResults.pdf,,FALSE,,1845,25,Mike Pence,41,43,17,12,29,20,23
82650,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,4/18/2023,4/19/2023,,,,172174,1845,rv,,rv,,4/21/2023 9:22,,https://harvardharrispoll.com/wp-content/uploads/2023/04/HHP_April2023_KeyResults.pdf,,FALSE,,1845,6657,Nikki Haley,36,30,34,12,23,14,16
82650,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,4/18/2023,4/19/2023,,,,172175,1845,rv,,rv,,4/21/2023 9:22,,https://harvardharrispoll.com/wp-content/uploads/2023/04/HHP_April2023_KeyResults.pdf,,FALSE,,1845,2712,Tim Scott,30,26,45,10,19,13,13
82650,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,4/18/2023,4/19/2023,,,,172176,1845,rv,,rv,,4/21/2023 9:22,,https://harvardharrispoll.com/wp-content/uploads/2023/04/HHP_April2023_KeyResults.pdf,,FALSE,,1845,19009,Vivek G. Ramaswamy,24,20,57,9,14,10,10
82650,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,4/18/2023,4/19/2023,,,,172177,1845,rv,,rv,,4/21/2023 9:22,,https://harvardharrispoll.com/wp-content/uploads/2023/04/HHP_April2023_KeyResults.pdf,,FALSE,,1845,3846,Marianne Williamson,18,24,58,6,12,13,11
82650,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,4/18/2023,4/19/2023,,,,172178,1845,rv,,rv,,4/21/2023 9:22,,https://harvardharrispoll.com/wp-content/uploads/2023/04/HHP_April2023_KeyResults.pdf,,FALSE,,1845,6597,Asa Hutchinson,17,24,59,6,11,13,11
82627,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/15/2023,4/18/2023,,,,172037,1500,a,,a,,4/19/2023 9:35,,https://docs.cdn.yougov.com/ksmyjmp5xp/econtoplines.pdf,,FALSE,,1500,11,Donald Trump,47,48,5,24,23,12,36
82627,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/15/2023,4/18/2023,,,,172038,1316,rv,,rv,,4/19/2023 9:35,,https://docs.cdn.yougov.com/6jir2a8rbh/econTabReport.pdf,,FALSE,,1316,11,Donald Trump,47,50,3,26,21,10,40
82627,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/15/2023,4/18/2023,,,,172043,1500,a,,a,,4/19/2023 9:35,,https://docs.cdn.yougov.com/ksmyjmp5xp/econtoplines.pdf,,FALSE,,1500,42,Joe Biden,47,48,5,22,25,12,36
82627,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/15/2023,4/18/2023,,,,172044,1316,rv,,rv,,4/19/2023 9:35,,https://docs.cdn.yougov.com/6jir2a8rbh/econTabReport.pdf,,FALSE,,1316,42,Joe Biden,48,51,1,24,23,11,40
82627,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/15/2023,4/18/2023,,,,172046,1500,a,,a,,4/19/2023 9:35,,https://docs.cdn.yougov.com/ksmyjmp5xp/econtoplines.pdf,,FALSE,,1500,3084,Ron DeSantis,44,36,20,23,21,10,26
82627,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/15/2023,4/18/2023,,,,172047,1316,rv,,rv,,4/19/2023 9:35,,https://docs.cdn.yougov.com/6jir2a8rbh/econTabReport.pdf,,FALSE,,1316,3084,Ron DeSantis,49,39,12,26,23,9,30
82627,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/15/2023,4/18/2023,,,,172049,1500,a,,a,,4/19/2023 9:35,,https://docs.cdn.yougov.com/ksmyjmp5xp/econtoplines.pdf,,FALSE,,1500,2712,Tim Scott,36,22,42,13,23,10,11
82627,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/15/2023,4/18/2023,,,,172050,1316,rv,,rv,,4/19/2023 9:35,,https://docs.cdn.yougov.com/6jir2a8rbh/econTabReport.pdf,,FALSE,,1316,2712,Tim Scott,39,24,37,15,24,11,13
82656,1292,Hart Research Associates/Public Opinion Strategies,132,NBC News,Hart Research Associates/Public Opinion Strategies,221,Hart Research Associates/Public Opinion Strategies,B+,Live Phone,,4/14/2023,4/18/2023,,,,172255,1000,a,,a,,4/23/2023 16:16,question wording: positive/negative/neutral,https://www.nbcnews.com/politics/2024-election/nbc-news-poll-nearly-70-gop-voters-stand-trump-indictment-investigatio-rcna80917,,FALSE,,1000,42,Joe Biden,38,48,14,17,21,10,38
82656,1292,Hart Research Associates/Public Opinion Strategies,132,NBC News,Hart Research Associates/Public Opinion Strategies,221,Hart Research Associates/Public Opinion Strategies,B+,Live Phone,,4/14/2023,4/18/2023,,,,172256,1000,a,,a,,4/23/2023 16:16,question wording: positive/negative/neutral,https://www.nbcnews.com/politics/2024-election/nbc-news-poll-nearly-70-gop-voters-stand-trump-indictment-investigatio-rcna80917,,FALSE,,1000,11,Donald Trump,34,53,13,17,17,9,44
82625,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online Panel,,4/14/2023,4/17/2023,,,,172009,1530,a,,a,,4/18/2023 17:54,,https://news.yahoo.com/poll-trumps-big-post-indictment-bounce-is-fading-fast-183753992.html,,FALSE,,1530,11,Donald Trump,42,53,5,19,23,15,38
82625,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online Panel,,4/14/2023,4/17/2023,,,,172010,1027,rv,,rv,,4/18/2023 17:54,,https://news.yahoo.com/poll-trumps-big-post-indictment-bounce-is-fading-fast-183753992.html,,FALSE,,1027,11,Donald Trump,44,54,2,20,24,12,42
82648,1360,AP-NORC,,,AP-NORC,397,AP-NORC,,Live Phone/Probability Panel,,4/13/2023,4/17/2023,,,,172148,1230,a,,a,,4/20/2023 9:34,,https://apnorc.org/projects/trumps-legal-issues-have-little-impact-on-his-support/,,FALSE,,1230,42,Joe Biden,45,51,4,16,29,16,35
82648,1360,AP-NORC,,,AP-NORC,397,AP-NORC,,Live Phone/Probability Panel,,4/13/2023,4/17/2023,,,,172149,1230,a,,a,,4/20/2023 9:34,,https://apnorc.org/projects/trumps-legal-issues-have-little-impact-on-his-support/,,FALSE,,1230,11,Donald Trump,34,63,4,17,17,11,52
82648,1360,AP-NORC,,,AP-NORC,397,AP-NORC,,Live Phone/Probability Panel,,4/13/2023,4/17/2023,,,,172150,1230,a,,a,,4/20/2023 9:34,,https://apnorc.org/projects/trumps-legal-issues-have-little-impact-on-his-support/,,FALSE,,1230,3084,Ron DeSantis,31,45,24,16,16,13,32
82648,1360,AP-NORC,,,AP-NORC,397,AP-NORC,,Live Phone/Probability Panel,,4/13/2023,4/17/2023,,,,172151,1230,a,,a,,4/20/2023 9:34,,https://apnorc.org/projects/trumps-legal-issues-have-little-impact-on-his-support/,,FALSE,,1230,25,Mike Pence,33,54,13,8,24,26,28
82648,1360,AP-NORC,,,AP-NORC,397,AP-NORC,,Live Phone/Probability Panel,,4/13/2023,4/17/2023,,,,172152,1230,a,,a,,4/20/2023 9:34,,https://apnorc.org/projects/trumps-legal-issues-have-little-impact-on-his-support/,,FALSE,,1230,6657,Nikki Haley,20,30,51,5,15,13,16
82648,1360,AP-NORC,,,AP-NORC,397,AP-NORC,,Live Phone/Probability Panel,,4/13/2023,4/17/2023,,,,172153,1230,a,,a,,4/20/2023 9:34,,https://apnorc.org/projects/trumps-legal-issues-have-little-impact-on-his-support/,,FALSE,,1230,2712,Tim Scott,18,18,64,6,13,8,9
82648,1360,AP-NORC,,,AP-NORC,397,AP-NORC,,Live Phone/Probability Panel,,4/13/2023,4/17/2023,,,,172154,1230,a,,a,,4/20/2023 9:34,,https://apnorc.org/projects/trumps-legal-issues-have-little-impact-on-his-support/,,FALSE,,1230,6597,Asa Hutchinson,11,17,72,2,9,9,8
82648,1360,AP-NORC,,,AP-NORC,397,AP-NORC,,Live Phone/Probability Panel,,4/13/2023,4/17/2023,,,,172155,1230,a,,a,,4/20/2023 9:35,,https://apnorc.org/projects/trumps-legal-issues-have-little-impact-on-his-support/,,FALSE,,1230,19009,Vivek G. Ramaswamy,10,13,78,2,8,5,8
82649,1699,Fabrizio/Impact,276,Wall Street Journal,"Fabrizio, Lee & Associates/Impact Research",694,Fabrizio Lee & Associates/Impact Research,B/C,,,4/11/2023,4/17/2023,,,,172179,1500,rv,,rv,,4/21/2023 9:22,,https://www.wsj.com/articles/donald-trump-tops-ron-desantis-in-test-of-gop-presidential-field-wsj-poll-finds-88c84663?st=rpisoqy4w8kbd9a,,FALSE,,1500,42,Joe Biden,41,57,3,18,23,8,49
82649,1699,Fabrizio/Impact,276,Wall Street Journal,"Fabrizio, Lee & Associates/Impact Research",694,Fabrizio Lee & Associates/Impact Research,B/C,,,4/11/2023,4/17/2023,,,,172180,1500,rv,,rv,,4/21/2023 9:22,,https://www.wsj.com/articles/donald-trump-tops-ron-desantis-in-test-of-gop-presidential-field-wsj-poll-finds-88c84663?st=rpisoqy4w8kbd9a,,FALSE,,1500,11,Donald Trump,39,57,4,24,15,6,50
82649,1699,Fabrizio/Impact,276,Wall Street Journal,"Fabrizio, Lee & Associates/Impact Research",694,Fabrizio Lee & Associates/Impact Research,B/C,,,4/11/2023,4/17/2023,,,,172181,1500,rv,,rv,,4/21/2023 9:22,,https://www.wsj.com/articles/donald-trump-tops-ron-desantis-in-test-of-gop-presidential-field-wsj-poll-finds-88c84663?st=rpisoqy4w8kbd9a,,FALSE,,1500,3084,Ron DeSantis,43,45,12,25,17,6,39
82649,1699,Fabrizio/Impact,276,Wall Street Journal,"Fabrizio, Lee & Associates/Impact Research",694,Fabrizio Lee & Associates/Impact Research,B/C,,,4/11/2023,4/17/2023,,,,172182,1500,rv,,rv,,4/21/2023 9:22,,https://www.wsj.com/articles/donald-trump-tops-ron-desantis-in-test-of-gop-presidential-field-wsj-poll-finds-88c84663?st=rpisoqy4w8kbd9a,,FALSE,,1500,25,Mike Pence,29,60,11,7,22,21,39
82649,1699,Fabrizio/Impact,276,Wall Street Journal,"Fabrizio, Lee & Associates/Impact Research",694,Fabrizio Lee & Associates/Impact Research,B/C,,,4/11/2023,4/17/2023,,,,172183,1500,rv,,rv,,4/21/2023 9:22,,https://www.wsj.com/articles/donald-trump-tops-ron-desantis-in-test-of-gop-presidential-field-wsj-poll-finds-88c84663?st=rpisoqy4w8kbd9a,,FALSE,,1500,6657,Nikki Haley,31,38,31,10,21,16,22
82780,1189,Morning Consult,1985,State Policy Network,Morning Consult,218,Morning Consult,B-,Online Panel,,4/11/2023,4/14/2023,,,,173013,2011,rv,,rv,,5/9/2023 16:56,,https://spn.org/articles/americans-making-spending-cuts/,,FALSE,,2011,42,Joe Biden,49,47,0,26,23,11,35
82683,1642,Wick,,,Wick,284,Wick,B/C,Online Panel,,4/10/2023,4/13/2023,,,,172381,1250,rv,,rv,,4/26/2023 9:45,,https://mailchi.mp/2387d36f1544/new-poll-how-much-is-tiktok-driving-awareness-of-political-events?e=0365e1e4c5,,FALSE,,1250,42,Joe Biden,39.1,54,6.2,17.7,21.4,14.7,39.3
82683,1642,Wick,,,Wick,284,Wick,B/C,Online Panel,,4/10/2023,4/13/2023,,,,172382,1250,rv,,rv,,4/26/2023 9:45,,https://mailchi.mp/2387d36f1544/new-poll-how-much-is-tiktok-driving-awareness-of-political-events?e=0365e1e4c5,,FALSE,,1250,11,Donald Trump,37.1,54.8,7.9,19.9,17.2,9.9,44.9
82683,1642,Wick,,,Wick,284,Wick,B/C,Online Panel,,4/10/2023,4/13/2023,,,,172384,1250,rv,,rv,,4/26/2023 9:45,,https://mailchi.mp/2387d36f1544/new-poll-how-much-is-tiktok-driving-awareness-of-political-events?e=0365e1e4c5,,FALSE,,1250,3084,Ron DeSantis,35.8,39.8,24.4,17.2,18.6,9.9,29.9
82683,1642,Wick,,,Wick,284,Wick,B/C,Online Panel,,4/10/2023,4/13/2023,,,,172386,1250,rv,,rv,,4/26/2023 9:45,,https://mailchi.mp/2387d36f1544/new-poll-how-much-is-tiktok-driving-awareness-of-political-events?e=0365e1e4c5,,FALSE,,1250,6657,Nikki Haley,24.8,29.6,45.7,7.4,17.4,11.1,18.5
82683,1642,Wick,,,Wick,284,Wick,B/C,Online Panel,,4/10/2023,4/13/2023,,,,172387,1250,rv,,rv,,4/26/2023 9:45,,https://mailchi.mp/2387d36f1544/new-poll-how-much-is-tiktok-driving-awareness-of-political-events?e=0365e1e4c5,,FALSE,,1250,25,Mike Pence,32.5,45.3,18.4,8.4,24.1,19.5,25.8
82683,1642,Wick,,,Wick,284,Wick,B/C,Online Panel,,4/10/2023,4/13/2023,,,,172388,1250,rv,,rv,,4/26/2023 9:45,,https://mailchi.mp/2387d36f1544/new-poll-how-much-is-tiktok-driving-awareness-of-political-events?e=0365e1e4c5,,FALSE,,1250,2712,Tim Scott,19.9,22.2,57.8,7.4,12.5,9.4,12.8
82590,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/8/2023,4/11/2023,,,,171879,1500,a,,a,,4/12/2023 9:37,,https://docs.cdn.yougov.com/bwbgbyvmsw/econTabReport.pdf,,FALSE,,1500,19014,Robert F. Kennedy,48,28,24,15,33,17,12
82590,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/8/2023,4/11/2023,,,,171880,1322,rv,,rv,,4/12/2023 9:37,,https://docs.cdn.yougov.com/bwbgbyvmsw/econTabReport.pdf,,FALSE,,1322,19014,Robert F. Kennedy,48,32,20,15,33,17,14
82590,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/8/2023,4/11/2023,,,,171882,1500,a,,a,,4/12/2023 9:38,,https://docs.cdn.yougov.com/bwbgbyvmsw/econTabReport.pdf,,FALSE,,1500,3846,Marianne Williamson,21,23,55,5,17,14,9
82590,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/8/2023,4/11/2023,,,,171883,1322,rv,,rv,,4/12/2023 9:38,,https://docs.cdn.yougov.com/bwbgbyvmsw/econTabReport.pdf,,FALSE,,1322,3846,Marianne Williamson,19,26,55,5,14,15,11
82590,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/8/2023,4/11/2023,,,,171891,1500,a,,a,,4/12/2023 9:38,,https://docs.cdn.yougov.com/bwbgbyvmsw/econTabReport.pdf,,FALSE,,1500,3084,Ron DeSantis,41,40,19,18,23,12,28
82590,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/8/2023,4/11/2023,,,,171892,1322,rv,,rv,,4/12/2023 9:38,,https://docs.cdn.yougov.com/bwbgbyvmsw/econTabReport.pdf,,FALSE,,1322,3084,Ron DeSantis,45,43,12,21,24,10,33
82590,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/8/2023,4/11/2023,,,,171894,1500,a,,a,,4/12/2023 9:39,,https://docs.cdn.yougov.com/bwbgbyvmsw/econTabReport.pdf,,FALSE,,1500,11,Donald Trump,45,51,4,25,20,11,41
82590,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/8/2023,4/11/2023,,,,171895,1322,rv,,rv,,4/12/2023 9:39,,https://docs.cdn.yougov.com/bwbgbyvmsw/econTabReport.pdf,,FALSE,,1322,11,Donald Trump,45,53,2,26,19,9,44
82590,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/8/2023,4/11/2023,,,,171900,1500,a,,a,,4/12/2023 9:39,,https://docs.cdn.yougov.com/bwbgbyvmsw/econTabReport.pdf,,FALSE,,1500,42,Joe Biden,47,49,4,22,25,10,39
82590,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/8/2023,4/11/2023,,,,171901,1322,rv,,rv,,4/12/2023 9:39,,https://docs.cdn.yougov.com/bwbgbyvmsw/econTabReport.pdf,,FALSE,,1322,42,Joe Biden,48,51,1,25,22,8,43
82647,1406,Global Strategy Group/GBAO/Navigator Research,,,Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),B/C,Online Panel,,4/6/2023,4/10/2023,,,,172158,1003,rv,,rv,,4/20/2023 9:35,,https://navigatorresearch.org/a-plurality-of-americans-support-raising-the-debt-ceiling/,,FALSE,,1003,42,Joe Biden,42,57,1,19,22,15,42
82647,1406,Global Strategy Group/GBAO/Navigator Research,,,Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),B/C,Online Panel,,4/6/2023,4/10/2023,,,,172160,1003,rv,,rv,,4/20/2023 9:35,,https://navigatorresearch.org/a-plurality-of-americans-support-raising-the-debt-ceiling/,,FALSE,,1003,11,Donald Trump,41,58,1,23,18,9,49
82653,921,Clarity,,,Clarity Campaign Labs,52,Clarity Campaign Labs,B/C,Online Panel,,4/5/2023,4/10/2023,,,,172216,1214,lv,,lv,,4/21/2023 15:55,,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/643fefe55b617005317c6e68/1681911782464/Clarity+Omnibus+Overview+-+April+2023.pdf,,FALSE,,1214,42,Joe Biden,41,50,9,,,,
82653,921,Clarity,,,Clarity Campaign Labs,52,Clarity Campaign Labs,B/C,Online Panel,,4/5/2023,4/10/2023,,,,172217,1214,lv,,lv,,4/21/2023 15:55,,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/643fefe55b617005317c6e68/1681911782464/Clarity+Omnibus+Overview+-+April+2023.pdf,,FALSE,,1214,11,Donald Trump,41,52,7,,,,
82653,921,Clarity,,,Clarity Campaign Labs,52,Clarity Campaign Labs,B/C,Online Panel,,4/5/2023,4/10/2023,,,,172218,1214,lv,,lv,,4/21/2023 15:55,,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/643fefe55b617005317c6e68/1681911782464/Clarity+Omnibus+Overview+-+April+2023.pdf,,FALSE,,1214,3084,Ron DeSantis,36,39,25,,,,
82740,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,Online Panel,,3/17/2023,4/8/2023,,,,172727,2468,lv,,lv,,5/4/2023 10:09,,https://www.dataforprogress.org/blog/2023/5/4/desantis-agenda-faces-opposition-from-voters-nationally,,FALSE,,2468,3084,Ron DeSantis,36,36,28,16,20,10,26
82559,241,Ipsos,379,ABC News,Ipsos,154,Ipsos,B-,Probability Panel,,4/6/2023,4/7/2023,,,,171791,566,a,,a,,4/10/2023 8:53,,https://www.ipsos.com/en-us/news-polls/Half-of-Americans-say-Trump-charges-are-serious,,FALSE,,566,11,Donald Trump,25,61,13,,,,
82559,241,Ipsos,379,ABC News,Ipsos,154,Ipsos,B-,Probability Panel,,4/6/2023,4/7/2023,,,,171792,566,a,,a,,4/10/2023 8:53,,https://www.ipsos.com/en-us/news-polls/Half-of-Americans-say-Trump-charges-are-serious,,FALSE,,566,42,Joe Biden,34,48,17,,,,
82534,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/1/2023,4/4/2023,,,,171682,1500,a,,a,,4/5/2023 9:14,,https://docs.cdn.yougov.com/rk7vgq4qfq/econTabReport.pdf,,FALSE,,1500,3084,Ron DeSantis,41,39,20,22,20,13,26
82534,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/1/2023,4/4/2023,,,,171683,1319,rv,,rv,,4/5/2023 9:14,,https://docs.cdn.yougov.com/rk7vgq4qfq/econTabReport.pdf,,FALSE,,1319,3084,Ron DeSantis,47,41,13,27,20,11,30
82534,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/1/2023,4/4/2023,,,,171685,1500,a,,a,,4/5/2023 9:14,,https://docs.cdn.yougov.com/rk7vgq4qfq/econTabReport.pdf,,FALSE,,1500,6657,Nikki Haley,33,34,33,11,21,16,18
82534,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/1/2023,4/4/2023,,,,171686,1319,rv,,rv,,4/5/2023 9:14,,https://docs.cdn.yougov.com/rk7vgq4qfq/econTabReport.pdf,,FALSE,,1319,6657,Nikki Haley,37,37,26,14,22,16,21
82534,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/1/2023,4/4/2023,,,,171688,1500,a,,a,,4/5/2023 9:19,,https://docs.cdn.yougov.com/rk7vgq4qfq/econTabReport.pdf,,FALSE,,1500,11,Donald Trump,44,51,5,23,21,11,40
82534,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/1/2023,4/4/2023,,,,171689,1319,rv,,rv,,4/5/2023 9:19,,https://docs.cdn.yougov.com/rk7vgq4qfq/econTabReport.pdf,,FALSE,,1319,11,Donald Trump,47,51,3,27,20,9,42
82534,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/1/2023,4/4/2023,,,,171694,1500,a,,a,,4/5/2023 9:19,,https://docs.cdn.yougov.com/rk7vgq4qfq/econTabReport.pdf,,FALSE,,1500,42,Joe Biden,45,49,6,22,23,11,38
82534,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/1/2023,4/4/2023,,,,171695,1319,rv,,rv,,4/5/2023 9:19,,https://docs.cdn.yougov.com/rk7vgq4qfq/econTabReport.pdf,,FALSE,,1319,42,Joe Biden,47,51,2,25,22,9,41
82534,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/1/2023,4/4/2023,,,,171697,1500,a,,a,,4/5/2023 9:19,,https://docs.cdn.yougov.com/rk7vgq4qfq/econTabReport.pdf,,FALSE,,1500,25,Mike Pence,37,48,15,11,26,22,26
82534,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/1/2023,4/4/2023,,,,171698,1319,rv,,rv,,4/5/2023 9:19,,https://docs.cdn.yougov.com/rk7vgq4qfq/econTabReport.pdf,,FALSE,,1319,25,Mike Pence,38,53,8,11,28,22,31
82503,241,Ipsos,379,ABC News,Ipsos,154,Ipsos,B-,Probability Panel,,3/31/2023,4/1/2023,,,,171551,593,a,,a,,4/2/2023 14:33,,https://abcnews.go.com/Politics/poll-plurality-public-supports-trump-indictment/story?id=98288448,,FALSE,,593,11,Donald Trump,29,55,17,,,,
82503,241,Ipsos,379,ABC News,Ipsos,154,Ipsos,B-,Probability Panel,,3/31/2023,4/1/2023,,,,171552,593,a,,a,,4/2/2023 14:33,,https://abcnews.go.com/Politics/poll-plurality-public-supports-trump-indictment/story?id=98288448,,FALSE,,593,42,Joe Biden,32,49,19,,,,
82508,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Text,,3/31/2023,4/1/2023,,,,171559,1048,a,,a,,4/3/2023 9:30,,https://www.cnn.com/2023/04/03/politics/cnn-poll-trump-indictment/index.html,,FALSE,,1048,11,Donald Trump,34,58,8,,,,
82501,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online Panel,,3/30/2023,3/31/2023,,,,171535,1089,a,,a,,4/1/2023 15:21,,https://news.yahoo.com/trump-indictment-poll-surges-lead-desantis-151150006.html,,FALSE,,1089,42,Joe Biden,45,52,3,18,27,16,36
82501,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online Panel,,3/30/2023,3/31/2023,,,,171537,1089,a,,a,,4/1/2023 15:21,,https://news.yahoo.com/trump-indictment-poll-surges-lead-desantis-151150006.html,,FALSE,,1089,11,Donald Trump,45,52,4,22,23,16,36
82501,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online Panel,,3/30/2023,3/31/2023,,,,171549,719,rv,,rv,,4/2/2023 14:33,,https://news.yahoo.com/trump-indictment-poll-surges-lead-desantis-151150006.html,,FALSE,,719,42,Joe Biden,47,52,1,21,27,11,40
82501,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online Panel,,3/30/2023,3/31/2023,,,,171550,719,rv,,rv,,4/2/2023 14:33,,https://news.yahoo.com/trump-indictment-poll-surges-lead-desantis-151150006.html,,FALSE,,719,11,Donald Trump,45,53,2,25,20,11,42
82492,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,3/27/2023,3/29/2023,,,,171486,1007,lv,,lv,,3/31/2023 9:17,,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2023-Omnibus-Topline-EXTERNAL.pdf,,FALSE,,1007,6657,Nikki Haley,29,27,44,11,18,11,16
82492,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,3/27/2023,3/29/2023,,,,171487,1007,lv,,lv,,3/31/2023 9:17,,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2023-Omnibus-Topline-EXTERNAL.pdf,,FALSE,,1007,3084,Ron DeSantis,38,43,20,20,18,11,32
82492,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,3/27/2023,3/29/2023,,,,171488,1007,lv,,lv,,3/31/2023 9:17,,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2023-Omnibus-Topline-EXTERNAL.pdf,,FALSE,,1007,3846,Marianne Williamson,8,15,77,3,5,8,7
82492,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,3/27/2023,3/29/2023,,,,171489,1007,lv,,lv,,3/31/2023 9:17,,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2023-Omnibus-Topline-EXTERNAL.pdf,,FALSE,,1007,25,Mike Pence,38,48,15,11,26,19,28
82492,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,3/27/2023,3/29/2023,,,,171490,1007,lv,,lv,,3/31/2023 9:17,,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2023-Omnibus-Topline-EXTERNAL.pdf,,FALSE,,1007,42,Joe Biden,44,54,2,21,22,12,42
82492,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,A/B,Online Panel,,3/27/2023,3/29/2023,,,,171492,1007,lv,,lv,,3/31/2023 9:18,,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2023-Omnibus-Topline-EXTERNAL.pdf,,FALSE,,1007,11,Donald Trump,39,58,3,23,16,12,47
82469,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,3/26/2023,3/28/2023,,,,171256,1500,a,,a,,3/29/2023 9:30,,https://docs.cdn.yougov.com/6z9bhe8ltv/econtoplines.pdf,,FALSE,,1500,11,Donald Trump,43,51,6,23,20,12,39
82469,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,3/26/2023,3/28/2023,,,,171257,1310,rv,,rv,,3/29/2023 9:30,,https://docs.cdn.yougov.com/nr7yjreihl/econTabReport.pdf,,FALSE,,1310,11,Donald Trump,44,53,3,25,19,10,43
